split,date,pc1,pc2,pc3,pca_regime,z1,z2,z3,ae_regime
test,2021-04-11,-23.063488,-17.718086,26.983269,3,3.944085,2.5942278,3.2397113,1
test,2021-04-18,-22.465366,-18.241444,25.756828,3,4.0876765,2.6230876,2.766743,1
test,2021-04-25,-21.857504,-18.763704,24.54063,3,3.7164793,3.3602498,2.7786753,1
test,2021-05-02,-21.180958,-19.357208,23.228737,3,3.2771313,3.783976,2.4091947,3
test,2021-05-09,-20.56777,-19.811577,22.047995,3,3.019448,4.444698,2.318337,3
test,2021-05-16,-19.662453,-20.307072,20.433537,3,2.164944,4.7386913,2.5716767,3
test,2021-05-23,-18.824724,-20.68513,18.806246,3,1.4419109,5.5157576,2.3727007,3
test,2021-05-30,-17.991396,-21.0245,17.198841,3,0.8647686,6.1329226,1.757301,3
test,2021-06-06,-17.103724,-21.368025,15.583801,3,0.66542983,6.887144,1.02182,3
test,2021-06-13,-16.20347,-21.729113,13.968142,3,0.41946447,7.595039,0.22910386,3
test,2021-06-20,-15.26802,-21.958664,12.459453,1,-0.045402795,8.175844,-0.27643692,3
test,2021-06-27,-14.342353,-22.190243,10.869579,1,-0.5523405,9.117843,-0.9061389,3
test,2021-07-04,-13.248494,-22.571983,9.185215,1,-0.8705746,9.561369,-1.4703708,3
test,2021-07-11,-12.143058,-22.932493,7.5632286,1,-1.6678121,10.746507,-2.1695902,3
test,2021-07-18,-11.028726,-23.27264,5.88079,1,-2.2186825,11.417159,-2.9312732,3
test,2021-07-25,-9.937464,-23.57759,4.27827,1,-2.6491659,12.240212,-3.4798954,3
test,2021-08-01,-8.77888,-23.94673,2.6112003,1,-2.890208,13.018229,-4.379923,3
test,2021-08-08,-7.676758,-24.211948,1.0487435,1,-3.278328,13.747505,-5.116037,3
test,2021-08-15,-6.7900095,-24.310509,-0.2316593,1,-3.4971962,14.242732,-5.6254773,3
test,2021-08-22,-5.928016,-24.37812,-1.513336,1,-3.7013462,14.362716,-5.658342,3
test,2021-08-29,-5.039929,-24.531246,-2.84376,1,-3.5711226,14.672745,-5.8872895,3
test,2021-09-05,-4.1321907,-24.67393,-4.10984,1,-3.5744548,14.861023,-6.1077037,3
test,2021-09-12,-3.3730648,-24.750748,-5.075499,1,-3.7560735,15.101095,-6.2170906,3
test,2021-09-19,-2.5871234,-24.784168,-5.863238,1,-3.4972382,15.232805,-6.4670663,3
test,2021-09-26,-1.8352342,-24.7822,-6.5932536,2,-3.2970045,15.358632,-6.807997,3
test,2021-10-03,-1.1222806,-24.708563,-7.248657,2,-3.087238,15.367235,-7.1763167,3
test,2021-10-10,-0.42227313,-24.592627,-7.890681,2,-3.076286,15.507273,-7.312596,3
test,2021-10-17,-0.0703989,-24.382858,-8.014457,2,-2.6045206,15.262692,-7.597003,3
test,2021-10-24,0.30612645,-24.193775,-8.12247,2,-2.3039076,15.207773,-7.814604,3
test,2021-10-31,0.6823516,-24.018988,-8.179363,2,-2.1568708,14.889212,-7.7238383,3
test,2021-11-07,1.0676947,-23.862766,-8.231242,2,-1.8307307,14.818849,-7.802275,3
test,2021-11-14,1.0475897,-23.639988,-7.98667,2,-1.7576511,14.563346,-7.6383853,3
test,2021-11-21,1.0852436,-23.440868,-7.789385,2,-1.6671598,14.207247,-7.2158647,3
test,2021-11-28,1.0530466,-23.18853,-7.4759507,2,-1.7368288,14.201665,-7.11278,3
test,2021-12-05,1.0117292,-22.931671,-7.21484,2,-1.8162875,13.787866,-6.429478,3
test,2021-12-12,0.97188115,-22.684528,-7.003184,2,-1.8340913,13.788412,-6.408831,3
test,2021-12-19,0.95791227,-22.567423,-6.8920946,2,-1.9902015,13.529249,-6.036094,3
test,2021-12-26,0.93298537,-22.403645,-6.679927,2,-2.1044264,13.630045,-5.905409,3
test,2022-01-02,0.9016836,-22.25726,-6.5605187,2,-2.2424297,13.462229,-5.636988,3
test,2022-01-09,0.85877985,-22.098026,-6.4216304,2,-2.3667576,13.384095,-5.2627616,3
test,2022-01-16,0.88035536,-21.880093,-6.2984424,2,-2.1568766,13.1761265,-5.0545654,3
test,2022-01-23,0.8893156,-21.59893,-6.124834,2,-2.6969552,12.873604,-4.183978,3
test,2022-01-30,0.9247997,-21.305805,-5.986804,2,-2.8329608,12.848816,-3.8695695,3
test,2022-02-06,0.9305968,-20.999102,-5.870634,2,-2.9528668,12.516458,-3.3212652,3
test,2022-02-13,1.1902006,-20.791382,-5.8726926,2,-2.7794304,12.415385,-3.315678,3
test,2022-02-20,1.4543152,-20.498299,-5.869071,2,-3.0645232,12.228771,-2.8953047,3
test,2022-02-27,1.710319,-20.160524,-5.809921,2,-3.2999165,11.931015,-2.2455869,3
test,2022-03-06,1.919862,-19.77074,-5.661442,2,-2.9807546,11.451851,-2.3817859,3
test,2022-03-13,2.1470428,-19.392372,-5.5690856,2,-2.9448926,11.23015,-1.7783215,3
test,2022-03-20,2.4344413,-19.03731,-5.6167116,2,-3.0945146,10.743949,-1.3919513,3
test,2022-03-27,2.7317834,-18.694515,-5.559115,2,-3.4060926,10.655995,-1.3892403,3
test,2022-04-03,2.9707775,-18.293388,-5.380756,2,-3.1006658,10.197154,-0.9210268,3
test,2022-04-10,3.1823895,-17.842232,-5.1230264,2,-3.3806942,10.00555,-1.0139157,3
test,2022-04-17,3.3718004,-17.376247,-4.920113,2,-3.85614,9.664489,-0.7139844,0
test,2022-04-24,3.5679848,-16.878826,-4.7155967,2,-4.0679393,9.368106,-0.43468738,0
test,2022-05-01,3.7218657,-16.348713,-4.4991355,2,-4.0268354,8.8807335,-0.4763407,0
test,2022-05-08,3.8547263,-15.761506,-4.302176,2,-4.1270456,8.493898,-0.29428247,0
test,2022-05-15,3.9894547,-15.138896,-4.042335,2,-4.1560855,8.072032,-0.15063162,0
test,2022-05-22,4.0320506,-14.481448,-3.7865415,2,-4.0762353,7.5876765,0.04501961,0
test,2022-05-29,4.144843,-13.905957,-3.6695879,2,-3.8139641,7.534625,-0.50851226,0
test,2022-06-05,4.2550316,-13.35395,-3.4696941,2,-3.8868542,7.0830226,-0.5774739,0
test,2022-06-12,4.3158126,-12.688763,-3.1085095,2,-3.719483,6.5263014,-0.7898432,0
test,2022-06-19,4.399129,-11.974084,-2.680688,2,-3.5350618,6.1444173,-0.31884247,0
test,2022-06-26,4.477035,-11.2287035,-2.3070781,2,-3.4466894,5.4545107,-0.68064785,0
test,2022-07-03,4.400269,-10.343961,-1.8117986,2,-3.7492585,4.91463,-0.3113961,0
test,2022-07-10,4.396957,-9.498569,-1.4041364,2,-3.08211,4.5456524,-0.6778014,0
test,2022-07-17,4.352993,-8.696067,-0.9292213,2,-2.9019043,3.882601,-0.5943644,0
test,2022-07-24,4.339004,-7.9924593,-0.5842742,2,-2.9925654,3.4613872,-0.75087965,0
test,2022-07-31,4.286814,-7.320619,-0.20829019,2,-2.70795,3.0836048,-0.60171115,0
test,2022-08-07,4.2640305,-6.669422,0.25408497,2,-2.9305084,2.7485442,-0.89159465,0
test,2022-08-14,4.2252026,-6.0505376,0.6154355,2,-2.668688,2.166167,-0.7335968,0
test,2022-08-21,4.2822833,-5.5322304,0.94553304,2,-2.827413,1.8835001,-0.8183738,0
test,2022-08-28,4.314935,-4.9763045,1.3121161,2,-2.6367223,1.435745,-0.68402374,0
test,2022-09-04,4.407867,-4.4450636,1.5690215,2,-2.5374281,1.1758685,-0.92801905,0
test,2022-09-11,4.497738,-3.9295335,1.8089696,2,-2.7390933,0.5779998,-0.8192929,0
test,2022-09-18,4.552153,-3.313126,2.1743913,2,-2.4903653,0.32131213,-1.1943804,0
test,2022-09-25,4.621429,-2.6677916,2.4870632,2,-2.6061873,-0.51150143,-1.0812521,0
test,2022-10-02,4.708896,-2.024839,2.674598,2,-2.6903508,-0.81276953,-0.70689416,0
test,2022-10-09,4.8008723,-1.395571,2.8470461,2,-2.9002347,-1.6193304,-0.8058175,0
test,2022-10-16,4.9048114,-0.7617225,3.0924807,2,-2.3903646,-1.7674079,-0.888013,0
test,2022-10-23,5.000461,-0.17796472,3.28115,2,-2.5414748,-2.552134,-1.5769172,0
test,2022-10-30,5.159126,0.321609,3.4432216,2,-2.328832,-2.5363228,-1.4783328,0
test,2022-11-06,5.316825,0.8019869,3.660452,2,-2.4221053,-3.0317936,-1.7492745,0
test,2022-11-13,5.530402,1.1886289,3.7755227,2,-2.2723577,-3.123398,-1.9681097,0
test,2022-11-20,5.8000655,1.5745188,3.9666324,2,-2.4476037,-3.3437564,-2.148146,0
test,2022-11-27,6.033578,2.0535645,4.21871,2,-2.9606469,-3.844677,-2.1628413,0
test,2022-12-04,6.2470965,2.4641418,4.437582,2,-2.5568712,-3.795943,-2.4179263,2
test,2022-12-11,6.481728,2.7894232,4.602858,2,-2.7064798,-4.1583796,-2.6366487,2
test,2022-12-18,6.72292,3.0096116,4.572672,2,-2.6449473,-4.0166817,-2.4912844,2
test,2022-12-25,6.8881655,3.3384023,4.6391892,2,-2.942982,-4.447375,-2.719885,2
test,2023-01-01,7.0835147,3.6706004,4.563721,2,-2.8138812,-4.6840944,-3.4722981,2
test,2023-01-08,7.1986294,3.9962406,4.6299176,0,-2.7439945,-4.78906,-3.5450943,2
test,2023-01-15,7.362127,4.2683716,4.5134034,0,-2.5451057,-4.939466,-3.734547,2
test,2023-01-22,7.4970613,4.578429,4.5117927,0,-2.738771,-5.1526628,-3.9541645,2
test,2023-01-29,7.6722274,4.9120207,4.445069,0,-2.4536293,-5.077077,-4.081783,2
test,2023-02-05,7.8240423,5.217328,4.3282466,0,-2.67098,-5.6614017,-4.2147923,2
test,2023-02-12,7.975641,5.557683,4.321876,0,-2.8320332,-5.8015046,-4.562039,2
test,2023-02-19,8.132304,5.841838,4.2045116,0,-2.7766373,-5.9229712,-4.330779,2
test,2023-02-26,8.316623,6.097155,4.101056,0,-3.0269754,-6.2759886,-4.6233425,2
test,2023-03-05,8.505307,6.3266172,3.9696946,0,-2.6676002,-6.267127,-4.6291294,2
test,2023-03-12,8.605618,6.624419,4.0318775,0,-2.7861946,-6.580081,-4.8055134,2
test,2023-03-19,8.591312,6.8764133,4.0315022,0,-2.6015737,-6.688061,-4.8293595,2
test,2023-03-26,8.601827,7.0266623,3.9537926,0,-2.5008125,-6.759818,-4.738989,2
test,2023-04-02,8.69055,7.0719876,3.769491,0,-2.3678112,-6.7052107,-4.464711,2
test,2023-04-09,8.799746,7.1140337,3.597949,0,-2.412191,-6.9726615,-4.5850725,2
test,2023-04-16,8.900205,7.0937223,3.3265712,0,-2.69919,-7.0247865,-4.457598,2
test,2023-04-23,9.021796,7.1068707,3.0932908,0,-2.8524673,-7.22265,-4.5220494,2
test,2023-04-30,9.102086,7.167083,2.8853579,0,-3.0512443,-7.5084248,-4.6091375,2
test,2023-05-07,9.153237,7.213902,2.6929376,0,-3.1714182,-7.3722258,-4.4475613,2
test,2023-05-14,9.222537,7.28769,2.4791956,0,-3.2927668,-7.6010523,-4.5663157,2
test,2023-05-21,9.290549,7.3283257,2.2207727,0,-3.4187193,-7.6467824,-4.553277,2
test,2023-05-28,9.353953,7.4026275,2.038156,0,-3.479543,-7.9016085,-4.225324,2
test,2023-06-04,9.438245,7.4820023,1.7759264,0,-3.5090363,-7.9582214,-4.4690924,2
test,2023-06-11,9.566071,7.482516,1.4296548,0,-3.6155567,-7.861331,-4.184828,2
test,2023-06-18,9.672524,7.4324884,1.1331728,0,-3.8089457,-8.02692,-4.169405,2
test,2023-06-25,9.777027,7.3769865,0.9084455,0,-3.7626052,-7.8021765,-3.8953745,2
test,2023-07-02,9.934817,7.22573,0.710659,0,-4.0237765,-8.054065,-3.8751678,2
test,2023-07-09,10.114589,7.1222,0.45881215,0,-4.144142,-7.72854,-3.8030388,2
test,2023-07-16,10.245454,7.020378,0.3311142,0,-4.182564,-8.198222,-3.8714604,2
test,2023-07-23,10.4321165,6.870117,0.13213632,0,-4.343296,-7.747741,-3.9218915,2
test,2023-07-30,10.524017,6.778683,0.032126993,0,-4.363762,-8.073207,-3.8298066,2
test,2023-08-06,10.63779,6.6740136,-0.07399276,0,-4.481266,-7.8083496,-3.7485478,2
test,2023-08-13,10.76168,6.5624676,-0.23509648,0,-4.436934,-8.241816,-3.5904124,2
test,2023-08-20,10.843844,6.4622536,-0.26664186,0,-4.6113353,-7.9872,-3.662038,2
test,2023-08-27,10.949755,6.3131876,-0.3847941,0,-4.546354,-8.108374,-3.487517,2
test,2023-09-03,11.008728,6.176381,-0.4685457,0,-4.4807944,-8.096743,-3.5801022,2
test,2023-09-10,11.198565,5.9347577,-0.69466877,0,-4.4336314,-8.003148,-3.6331875,2
test,2023-09-17,11.431164,5.6488366,-0.85463846,0,-4.214391,-7.864599,-3.8243449,2
test,2023-09-24,11.627876,5.418682,-0.9348619,0,-4.222528,-7.7569933,-4.0878153,2
test,2023-10-01,11.6949,5.334373,-0.9013014,0,-4.331762,-7.708648,-4.1658664,2
test,2023-10-08,11.722154,5.254697,-0.8646021,0,-4.150733,-7.4691515,-4.2998977,2
test,2023-10-15,11.734761,5.1873107,-0.7448596,0,-4.0921617,-7.7050395,-4.365745,2
test,2023-10-22,11.692138,5.1293364,-0.6109061,0,-3.8635955,-7.3376665,-4.4048934,2
test,2023-10-29,11.693056,5.0841837,-0.5314642,0,-3.7022946,-7.657127,-4.4039516,2
test,2023-11-05,11.700406,4.985077,-0.5054759,0,-3.4313676,-7.16581,-4.558859,2
test,2023-11-12,11.726829,4.914159,-0.42279428,0,-3.386637,-7.198161,-4.506031,2
test,2023-11-19,11.733718,4.77652,-0.3158241,0,-3.084562,-6.8637495,-4.6033707,2
test,2023-11-26,11.751638,4.590835,-0.2921262,0,-3.116024,-7.0124536,-4.674821,2
test,2023-12-03,11.755355,4.4455175,-0.18613371,0,-2.8034587,-6.818947,-4.785526,2
test,2023-12-10,11.757114,4.3144126,-0.05037409,0,-2.6797361,-6.6387424,-4.776535,2
test,2023-12-17,11.732469,4.239192,0.21843144,0,-2.4752243,-6.724318,-5.07968,2
test,2023-12-24,11.713736,4.105153,0.42197272,0,-2.3584495,-6.4832916,-5.023271,2
test,2023-12-31,11.675891,3.9993522,0.69066226,0,-2.1632745,-6.4738765,-5.1356525,2
test,2024-01-07,11.639609,3.8650315,0.9008776,0,-1.9654943,-6.343637,-5.2284107,2
test,2024-01-14,11.575686,3.7660499,1.0146811,0,-1.7494287,-6.2551227,-5.2788415,2
test,2024-01-21,11.519877,3.6663194,1.1962346,0,-1.4077278,-6.1103206,-5.4273734,2
test,2024-01-28,11.480298,3.5565362,1.3516147,0,-1.3326023,-6.381038,-5.4799514,2
test,2024-02-04,11.459554,3.400816,1.5229614,0,-1.2319245,-6.093174,-5.497995,2
test,2024-02-11,11.441695,3.2225437,1.705225,2,-1.0133994,-5.910325,-5.477756,2
test,2024-02-18,11.390727,3.0290434,1.8468173,2,-0.7587606,-5.837386,-5.4795704,2
test,2024-02-25,11.353121,2.853438,1.9862976,2,-0.5031414,-5.6363974,-5.695414,2
test,2024-03-03,11.327897,2.7160487,2.173761,2,-0.595971,-5.6934834,-5.6827664,2
test,2024-03-10,11.279306,2.5486135,2.3300304,2,-0.47558767,-5.6445765,-5.7946296,2
test,2024-03-17,11.281091,2.3738828,2.56246,2,-0.5870819,-5.531712,-5.6291633,2
test,2024-03-24,11.307164,2.14129,2.7417722,2,-0.29155567,-5.3062086,-5.6345067,2
test,2024-03-31,11.351794,1.8742421,3.0004277,2,-0.37452114,-5.174478,-5.6488843,2
test,2024-04-07,11.390174,1.5977149,3.2876978,2,-0.6215763,-5.000575,-5.820338,2
test,2024-04-14,11.395743,1.3358883,3.6335268,2,-0.68545306,-4.934186,-5.738447,2
test,2024-04-21,11.490308,1.0677656,4.018864,2,-0.74457407,-4.425214,-6.0326495,2
test,2024-04-28,11.602429,0.782484,4.373308,2,-0.5068085,-4.4262204,-6.1124816,2
test,2024-05-05,11.684484,0.57031417,4.8028727,2,-0.75869143,-4.0032773,-6.332805,3
test,2024-05-12,11.732015,0.35534623,5.179366,2,-0.66029215,-3.9200563,-6.504968,3
test,2024-05-19,11.790323,0.13282228,5.4564,2,-0.7147299,-3.690743,-6.6614347,3
test,2024-05-26,11.827735,-0.08082991,5.7666583,2,-0.989637,-3.6516356,-6.5984583,3
test,2024-06-02,11.887944,-0.27015427,6.074777,2,-0.99649096,-3.34217,-6.951684,3
test,2024-06-09,11.9316,-0.4708852,6.3541007,2,-0.89254797,-3.361215,-7.1667314,3
test,2024-06-16,11.982938,-0.6316362,6.60899,2,-1.0106592,-3.1219099,-7.438773,3
test,2024-06-23,12.030572,-0.78481054,6.859799,2,-0.82531166,-3.1473367,-7.4138036,3
test,2024-06-30,12.039571,-0.9128326,7.1590476,2,-0.67174184,-3.17825,-7.6294775,3
test,2024-07-07,12.074929,-1.096528,7.459727,2,-0.7935276,-2.9696894,-7.9522095,3
test,2024-07-14,12.098214,-1.2470684,7.8300257,2,-0.8424516,-3.0618274,-7.8245354,3
test,2024-07-21,12.056472,-1.3725404,8.18238,2,-0.87975323,-3.1238189,-7.7722993,3
test,2024-07-28,11.995178,-1.470533,8.538284,2,-1.0883107,-3.215489,-7.567898,3
test,2024-08-04,11.859347,-1.53506,8.906208,2,-1.2886001,-3.3013725,-7.162662,3
test,2024-08-11,11.700997,-1.5826548,9.255244,2,-1.5258069,-3.258306,-7.00676,3
test,2024-08-18,11.599526,-1.6850535,9.456243,2,-1.3032676,-3.4460692,-6.886444,3
test,2024-08-25,11.445239,-1.794854,9.699558,2,-1.4491844,-3.1533704,-6.975248,3
test,2024-09-01,11.306697,-1.9154037,9.923466,2,-1.4791852,-3.1400664,-7.0627565,3
test,2024-09-08,11.133651,-2.0150912,10.17582,2,-1.6146964,-3.4164395,-6.598963,3
test,2024-09-15,10.912171,-2.1298783,10.291676,2,-1.6969575,-3.214207,-6.5831957,3
test,2024-09-22,10.69559,-2.2540674,10.391024,2,-1.7398167,-3.2120135,-6.314229,3
test,2024-09-29,10.491765,-2.3907418,10.478519,2,-1.6066025,-3.1364536,-6.28019,3
test,2024-10-06,10.337837,-2.563129,10.570556,2,-1.5589494,-3.0227911,-6.4399223,3
test,2024-10-13,10.231907,-2.76727,10.559294,2,-1.8199444,-2.8610673,-6.238899,3
test,2024-10-20,10.072007,-3.0254552,10.404841,2,-1.7576997,-2.7392826,-6.1500664,3
test,2024-10-27,9.864947,-3.2352827,10.332073,2,-1.8476195,-2.7700527,-6.020909,3
test,2024-11-03,9.687297,-3.4259849,10.239216,2,-2.19111,-2.6292791,-5.587556,3
test,2024-11-10,9.487723,-3.617509,10.132852,2,-2.0020514,-2.4292111,-5.782444,3
test,2024-11-17,9.259192,-3.7526922,10.150045,2,-2.1831818,-2.4144366,-5.1269107,3
test,2024-11-24,9.025413,-3.902957,10.092738,2,-1.9486933,-2.4061425,-5.1833363,3
test,2024-12-01,8.826785,-4.0875363,10.015553,2,-1.9413439,-2.274071,-5.096743,3
test,2024-12-08,8.602198,-4.290532,9.931969,2,-2.2252054,-2.1051352,-4.814192,3
test,2024-12-15,8.429972,-4.508426,9.906785,2,-2.1800828,-1.8297095,-5.0255585,3
test,2024-12-22,8.22432,-4.6723747,9.927916,2,-2.0731819,-1.8189206,-5.109981,3
test,2024-12-29,8.067589,-4.8511744,9.882692,2,-2.0517693,-1.7436669,-4.927874,3
test,2025-01-05,7.8873568,-4.9939604,9.83452,2,-1.9738103,-1.4920797,-5.2439127,3
test,2025-01-12,7.7157526,-5.0852084,9.78874,2,-1.7545877,-1.692102,-5.094158,3
test,2025-01-19,7.586169,-5.2157726,9.67568,2,-1.7224175,-1.2714193,-5.252147,3
test,2025-01-26,7.477645,-5.376135,9.551579,2,-1.8773412,-1.2433515,-4.797377,3
test,2025-02-02,7.491423,-5.584916,9.399934,2,-1.5745057,-1.0821639,-5.099719,3
test,2025-02-09,7.469524,-5.75873,9.308495,2,-1.9331211,-1.1862614,-4.472725,3
test,2025-02-16,7.3982387,-5.8675165,9.283869,2,-2.133696,-0.75204283,-4.819566,3
test,2025-02-23,7.33852,-5.957611,9.253502,2,-2.0792952,-1.0169299,-4.4591074,3
test,2025-03-02,7.234698,-6.0336204,9.257299,2,-2.1665008,-0.9261891,-4.439107,3
test,2025-03-09,7.165279,-6.138293,9.220194,2,-2.216474,-0.8341929,-4.3426247,3
test,2025-03-16,7.067241,-6.1451197,9.307081,2,-2.1155233,-0.6836579,-4.5497518,3
test,2025-03-23,6.985087,-6.1296883,9.346378,2,-2.3563805,-0.86517704,-4.180483,3
test,2025-03-30,6.86963,-6.088194,9.410022,2,-2.1650138,-0.7492731,-4.5372663,3
test,2025-04-06,6.6701255,-5.9977174,9.530296,2,-1.9836597,-1.1152529,-4.186777,3
test,2025-04-13,6.4378395,-5.845278,9.6035385,2,-2.036133,-1.0016649,-4.115827,3
test,2025-04-20,6.226131,-5.7246084,9.686634,2,-1.5004963,-1.4227219,-4.135134,3
test,2025-04-27,6.024948,-5.6444764,9.735904,2,-1.2634612,-1.1077116,-4.610702,3
test,2025-05-04,5.864387,-5.616372,9.763485,2,-0.9277301,-1.4107339,-4.3152122,3
test,2025-05-11,5.654428,-5.511304,9.8692875,2,-1.0547721,-1.4509203,-4.4917,3
test,2025-05-18,5.515802,-5.490653,9.82575,2,-1.0664605,-1.5192642,-4.3759403,3
test,2025-05-25,5.3230844,-5.420339,9.884138,2,-1.0122772,-1.6747386,-4.4358087,3
test,2025-06-01,5.1599345,-5.354124,9.888377,2,-0.7772535,-1.4893315,-4.7225595,3
test,2025-06-08,4.9963207,-5.267423,9.905642,2,-0.98262906,-1.6437862,-4.490263,3
test,2025-06-15,4.8868375,-5.231085,9.831237,2,-0.5931364,-1.8278351,-4.6040936,3
test,2025-06-22,4.8061585,-5.256666,9.704472,2,-0.6419976,-1.455194,-4.937768,3
test,2025-06-29,4.702585,-5.28322,9.611641,2,-0.94822526,-1.6295972,-4.5951395,3
test,2025-07-06,4.6227474,-5.3484364,9.544855,2,-0.7167202,-1.2541704,-4.9414773,3
test,2025-07-13,4.556938,-5.4572773,9.485239,2,-0.5834799,-1.3591654,-5.334675,3
test,2025-07-20,4.4881263,-5.543643,9.454284,2,-0.597535,-1.3053145,-4.94876,3
test,2025-07-27,4.412108,-5.6093907,9.431202,2,-0.91833866,-0.9894213,-5.1124926,3
test,2025-08-03,4.330934,-5.693732,9.384236,2,-0.78297174,-0.9580846,-5.053564,3
test,2025-08-10,4.2497716,-5.7851753,9.302812,2,-0.27052405,-1.0792174,-5.386851,3
test,2025-08-17,4.1833177,-5.866872,9.31305,2,-0.62829196,-0.59063864,-5.732713,3
test,2025-08-24,4.1428103,-5.986129,9.286869,2,-0.8202101,-0.6264738,-5.035904,3
test,2025-08-31,4.1212525,-6.12033,9.245264,2,-0.86814904,-0.5344537,-5.378243,3
test,2025-09-07,4.151283,-6.2998624,9.200678,2,-0.7956649,-0.6565877,-5.3498588,3
test,2025-09-14,4.1835284,-6.5098543,9.123753,2,-1.2013198,-0.15634269,-5.326773,3
test,2025-09-21,4.1637936,-6.687773,9.107775,2,-0.9731499,-0.339917,-5.1900244,3
test,2025-09-28,4.1808457,-6.8961,9.081063,2,-0.9838196,-0.10551338,-5.314517,3
test,2025-10-05,4.335893,-7.2543764,8.881206,2,-0.84814215,0.064704165,-5.454772,3
test,2025-10-12,4.419296,-7.5244613,8.908849,2,-1.2344011,0.25054556,-5.511921,3
test,2025-10-19,4.4485106,-7.7945766,8.859446,2,-1.2548034,0.33971053,-5.263234,3
test,2025-10-26,4.473925,-8.029299,8.835579,2,-1.2730199,0.38265306,-5.440827,3
test,2025-11-02,4.48163,-8.250611,8.818718,2,-1.5070969,0.55584073,-5.09606,3
test,2025-11-09,4.488355,-8.457205,8.796877,2,-1.7138076,0.6936664,-4.987799,3
test,2025-11-16,4.3952565,-8.557772,8.7816925,2,-1.8383138,0.52802277,-4.8598123,3
test,2025-11-23,4.3677387,-8.698857,8.696825,2,-1.899601,0.6002395,-4.856525,3
test,2025-11-30,4.3037887,-8.820184,8.606419,2,-2.1229918,0.84953064,-4.7048535,3
test,2025-12-07,4.2352996,-8.9515705,8.557449,2,-2.0773835,0.8664368,-4.5193167,3
test,2025-12-14,4.126403,-9.072258,8.448094,2,-2.0125391,0.9234393,-4.6570363,3
test,2025-12-21,4.002359,-9.189619,8.299938,2,-2.024879,0.8905166,-4.3974876,3
test,2025-12-28,3.8666363,-9.277216,8.164541,2,-2.0860238,0.9016724,-4.3656836,3
test,2026-01-04,3.734288,-9.34364,8.04987,2,-2.2258675,0.89404064,-4.233719,3
test,2026-01-11,3.6128569,-9.431051,7.897344,2,-2.1098375,1.0130317,-4.1631026,3
test,2026-01-18,3.4771833,-9.530034,7.721028,2,-1.9789648,1.0230849,-4.276707,3
test,2026-01-25,3.3205307,-9.618773,7.5399237,2,-2.0600991,1.0154533,-4.0266056,3
test,2026-02-01,3.2084541,-9.728555,7.3175516,2,-1.9848273,1.0009484,-3.7851222,3
test,2026-02-08,3.0785556,-9.797096,7.158625,2,-2.1307027,1.0980744,-3.7425013,3
test,2026-02-15,2.9615083,-9.891019,6.948913,2,-2.0272136,1.0455794,-3.506932,3
test,2026-02-22,2.8606195,-9.99346,6.705254,2,-1.9955256,1.2861121,-3.618459,3
test,2026-03-01,2.7556748,-10.097512,6.474655,2,-1.9509639,1.1021867,-3.3689964,3
test,2026-03-08,2.6755316,-10.177375,6.2571206,2,-1.72941,1.476234,-3.594361,3
test,2026-03-15,2.6024604,-10.175591,6.0903726,2,-1.7131246,1.2359385,-3.480206,3
test,2026-03-22,2.577152,-10.125294,5.9535003,2,-2.0157943,1.7896695,-3.7019763,3
test,2026-03-29,2.5413916,-10.06094,5.802569,2,-1.7453859,1.6407673,-3.5457566,3
test,2026-04-05,2.5257864,-10.004592,5.5771546,2,-1.5870358,2.0173376,-3.9278533,3
test,2026-04-12,2.5494983,-10.032414,5.2792687,2,-1.5478662,1.8900745,-3.4951456,3
test,2026-04-19,2.594517,-10.083562,5.07486,2,-1.3260064,2.238476,-3.7484853,3
test,2026-04-26,2.6222255,-10.125502,4.9265513,2,-1.5836375,2.1635027,-3.462129,3
test,2026-05-03,2.6637816,-10.152877,4.7489667,2,-1.8142759,2.2717736,-3.4509873,3
